national_absolute_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,national_absolute_potential_score,estimated_switchers,population_final,estimated_commuters_base,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
20,01360,01360,Koivukylä-Havukoski,092,60.320700316294456,25.062464729872012,99.8,1146.9555962567447,12857.0,1829.4499999999998,89.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
21,00510,00510,Alppila - Vallila,091,60.19252727025158,24.946356586483954,99.6,1233.8306003699283,9407.0,1970.4999999999998,90.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
22,60100,60100,Seinäjoki Keskus,743,62.78532862444587,22.8448016517818,99.6,956.8857984737257,11935.0,1703.4499999999998,70.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
23,33720,33720,Hervanta,837,61.45004061000287,23.863837331634354,99.5,1824.7588293522876,29518.0,4032.35,71.0,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
24,33100,33100,Tampere Keskus,837,61.49179837834862,23.782742155109418,99.5,1635.8584954009664,18057.0,3179.3999999999996,77.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
25,33710,33710,Kaukajärvi,837,61.467467754599525,23.870100832971257,99.5,1316.537241772713,19097.0,2840.6,71.1,liityntäpysäköinti + joukkoliikenne,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
26,33900,33900,Härmälä-Rantaperkiö,837,61.47401485296258,23.74302627692172,99.5,1289.8836169079902,14423.0,2511.25,75.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
27,33540,33540,Kaleva,837,61.49522285349613,23.807434021432684,99.5,1130.757699976927,12298.0,2238.25,76.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
28,33580,33580,Atala-Linnainmaa,837,61.489729721914685,23.925893269627434,99.5,1007.8301548926888,15635.0,2496.5499999999997,69.5,laaja digitaalinen aluekampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
29,40100,40100,Jyväskylä Keskus,179,62.2441346243305,25.754233360299295,99.4,1501.6259974316392,17067.0,2711.1,83.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
30,01700,01700,Kivistö,092,60.327490491241036,24.849684674266793,99.4,1454.4344402469437,13583.0,2549.75,88.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
31,01350,01350,Hiekkaharju,092,60.30520209581928,25.036462617373292,99.4,1090.5209187522269,10533.0,1735.6499999999999,90.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
32,04200,04200,Kerava Keskus,245,60.41264787401765,25.094708392682254,99.4,1033.8953450865286,12602.0,1856.7499999999998,80.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
33,02600,02600,Etelä-Leppävaara,049,60.20625682108724,24.82669968072626,99.3,1730.862334149344,17336.0,3108.7,88.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
34,20540,20540,Nummi-Ylioppilaskylä,853,60.4598232884419,22.31297752207986,99.3,1646.998473181026,21501.0,3214.3999999999996,86.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
35,33500,33500,Osmonmäki-Petsamo,837,61.509151060053,23.794107166757172,99.3,936.967770647188,11700.0,1968.7499999999998,74.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; korkea autoilupaine; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
36,20810,20810,Martti-Korppolaismäki,853,60.431204770830874,22.251315239020652,99.2,1423.134473478228,16855.0,2811.2,85.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
37,00220,00220,Jätkäsaari,091,60.15368001018816,24.918023091491243,99.2,1228.5150668287758,11152.0,2194.1499999999996,91.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
38,02770,02770,Espoon Keskus,049,60.20103929832506,24.657130608836034,99.2,1008.165040434793,11271.0,1621.1999999999998,90.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
39,00940,00940,Kontula - Vesala - Kivikko,091,60.24084602262441,25.09125760308173,99.1,1778.0343749244926,26432.0,3376.1,91.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
40,00520,00520,Itä- ja Keski-Pasila,091,60.19683598847282,24.941082856166066,99.1,1107.1421117767138,8732.0,1702.75,93.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
41,00550,00550,Vallila - Hermanni,091,60.1972436633222,24.96020600918856,99.1,1081.3479917234795,8808.0,1713.6,93.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
42,00350,00350,Munkkivuori - Niemenmäki,091,60.208081129477776,24.86000093970567,99.1,1067.9142637374339,9914.0,1804.9499999999998,91.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
43,02200,02200,Niittykumpu,049,60.174969378479,24.762613679023676,99.0,1438.569978988031,14415.0,2843.0499999999997,88.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
44,02330,02330,Saunalahti-Kattilalaakso,049,60.16329492235831,24.62881333453618,99.0,1092.3082747897,12340.0,2090.5499999999997,87.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
