underused_transit_potential_rank,area_id,postal_code,area_name,municipality_code,lat,lon,underused_transit_potential_score,car_pressure_score,public_transport_service_score,accessibility_score,travel_time_competitiveness_score_final,estimated_switchers,jspi_score,recommended_campaign_type,recommendation_reason,data_confidence_level,commuting_data_source
63,02660,02660,Lintuvaara,049,60.23659038527487,24.814014331262687,93.7,0.8885075723009379,0.9654971036827584,0.9470714206877835,0.9581268304847685,607.7625586662338,86.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
64,00160,00160,Katajanokka,091,60.167122328334784,24.96971269008006,93.6,0.8841958709293873,0.973542340218416,0.9671914299324103,0.9710019761040137,521.2860148823257,85.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
65,02630,02630,Nihtisilta,049,60.2102868678228,24.7691800313273,93.6,0.8688309182779903,0.9659560355608563,0.9809964905425494,0.9719722175535336,425.50104118015116,83.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
66,01650,01650,Vapaala,092,60.2636209408077,24.827159210725558,93.6,0.8697647250211884,0.9846008765923779,0.9655117042752467,0.9769652076655254,383.572136978774,83.1,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
67,01670,01670,Vantaanlaakso,092,60.28371004444898,24.868361749583386,93.4,0.8537447666330376,0.979499984935033,0.9858557968116037,0.9820423096856613,324.243927533774,81.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
68,00250,00250,Taka-Töölö,091,60.18457969442993,24.89493520619713,93.2,0.9545412718747384,0.8963474862809097,0.8881232484549056,0.893057791150508,1155.111928451629,91.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
69,00680,00680,Itä-Pakila,091,60.24509653714032,24.96187470507432,93.2,0.91,0.9514167903602271,0.9634301748081483,0.9562221441393955,354.89104189858375,83.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
70,01700,01700,Kivistö,092,60.327490491241036,24.849684674266793,93.0,0.8626160320624408,0.91622822605486,0.9682559379743879,0.9370393108226711,1454.4344402469437,88.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
71,02620,02620,Karakallio,049,60.23403539724256,24.768099885915046,93.0,0.8926895035780014,0.9536924710002144,0.9451521184498287,0.9502763299800601,778.298082769161,88.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
72,00540,00540,Kalasatama - Sompasaari,091,60.181468047137116,24.97687482633053,93.0,0.8894309842851292,0.9350802705280077,0.9606949736051227,0.9453261517588536,752.454316956494,87.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
73,01510,01510,Kirkonkylä-Veromäki,092,60.29295519152912,24.982353228063133,92.6,0.8379043701474593,0.9616074512372184,0.9325332824574716,0.9499777837253197,789.6157137214534,86.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
74,02600,02600,Etelä-Leppävaara,049,60.20625682108724,24.82669968072626,92.5,0.8577981041362615,0.9286635505300778,0.9401360793787492,0.9332525620695464,1730.862334149344,88.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
75,00960,00960,Pohjois-Vuosaari,091,60.21900438595513,25.140852487818368,92.2,0.9340739173029065,0.9240582970623767,0.9598357463416797,0.9383692767740979,596.7821653608482,87.5,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
76,01730,01730,Vantaanpuisto,092,60.31828448408237,24.859760067839026,92.1,0.8636340617225182,0.9327001245248031,0.9881960945686761,0.9548985125423524,278.70590886319695,79.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
77,01380,01380,Kuusikko-Hakkila,092,60.28495150725397,25.078501517552525,92.1,0.869992897242367,0.9663842138350667,0.9397691744057215,0.9557381980633286,214.78511309645182,78.6,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
78,20300,20300,Pohjola-Kastu,853,60.464188626210095,22.252787635958786,91.8,0.8080954449996027,0.9449155925934642,0.9514776658778903,0.9475404219072346,750.3554148602473,84.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
79,00290,00290,Meilahden sairaala-alue,091,60.18906392521656,24.905156372776116,91.6,0.9599895169514632,0.987467948487398,0.9517947626603072,0.9731986741565617,17.935250596041115,64.7,asema- ja junakampanja,joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
80,00660,00660,Länsi-Pakila,091,60.2398562564341,24.92843179471278,91.4,0.91,0.9268961225489756,0.9463942088048578,0.9346953570513286,606.4596105654746,86.7,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
81,02200,02200,Niittykumpu,049,60.174969378479,24.762613679023676,91.1,0.8671792335130744,0.8941696141634661,0.9018642721322152,0.8972474773509658,1438.569978988031,88.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
82,20500,20500,Vesilinna,853,60.452726733962926,22.282630189048874,91.1,0.7959357010795058,0.9643730995173982,0.9496756484683336,0.9584941190977725,611.9508141776178,83.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
83,00970,00970,Mellunmäki,091,60.2359100122385,25.114075559757694,90.5,0.9470387737901966,0.891973593661078,0.9381218658661773,0.9104329025431177,838.115406575357,89.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
84,00200,00200,Pohjois-Lauttasaari,091,60.160966970667566,24.86163255262553,90.4,0.9137716713531722,0.8573468073896782,0.8995812696936591,0.8742405923112706,1529.1332426322235,89.2,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
85,00330,00330,Munkkiniemi,091,60.1956075451505,24.870366999704274,90.4,0.934434160953429,0.9253804639438172,0.885217854387966,0.9093154201214767,745.7450593835007,88.8,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
86,20520,20520,Kupittaa,853,60.44692708758695,22.304194393449656,90.4,0.796927120454675,0.9449643159699086,0.945845810369158,0.9453169137296084,395.8838525293543,79.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
87,00950,00950,Vartioharju,091,60.221635795019715,25.107328186475083,90.3,0.9196065566554652,0.8924550965029125,0.9247044979748085,0.905354857091671,589.3221416924944,86.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
88,20700,20700,Vartiovuori-Samppalinna,853,60.44461626672292,22.275644035616832,90.2,0.796752560876995,0.9585134734049412,0.9407139427765212,0.9513936611535732,546.9889589066652,82.3,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
89,01520,01520,Tammisto,092,60.27671087784331,24.96425742099279,90.1,0.8665211371542053,0.8824530472188605,0.901239800405829,0.8899677484936479,725.6785086973907,85.9,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
90,00910,00910,Puotila,091,60.21139476346085,25.10453130491283,90.0,0.9444880901002652,0.8891164142678267,0.9161967727807061,0.8999485576729784,507.5406675702185,86.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
91,01480,01480,Mikkola,092,60.346400284220245,25.10453475764712,89.8,0.8247495663649813,0.9389750127715515,0.9557162362953431,0.9456715021810681,564.5256584421055,83.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
92,00800,00800,Länsi-Herttoniemi,091,60.20992307442233,25.029553427600714,89.6,0.9613499927254804,0.8606838514403762,0.878953313454588,0.8679916362460609,677.0041789714813,88.3,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
93,02130,02130,Pohjois-Tapiola,049,60.19101868144074,24.799009664903803,89.6,0.872449967205105,0.8970578788270325,0.9336441313050057,0.9116923798182217,582.6984403108622,84.6,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
94,02330,02330,Saunalahti-Kattilalaakso,049,60.16329492235831,24.62881333453618,89.5,0.8540769547029949,0.8858877704034298,0.9289590517435233,0.9031162829394672,1092.3082747897,87.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
95,00920,00920,Myllypuro,091,60.2223087368172,25.073357588146088,89.5,0.9288413956721904,0.9030810989797118,0.8963720307116102,0.9003974716724711,1036.6711539871965,90.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
96,00940,00940,Kontula - Vesala - Kivikko,091,60.24084602262441,25.09125760308173,89.3,0.955192938121188,0.9077493403509285,0.9076136333988911,0.9076950575701135,1778.0343749244926,91.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
97,00880,00880,Keski-Herttoniemi - Roihupelto,091,60.20257472859551,25.049575111195143,89.3,0.9526311225581944,0.8530973046881769,0.8812757751565429,0.8643686928755232,193.00547006309102,79.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
98,01690,01690,Ylästö,092,60.284398635130536,24.917922398034268,89.1,0.8841102894153319,0.8586517808861995,0.9127302260127426,0.8802831589368167,498.4146837493524,83.4,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
99,00690,00690,Torpparinmäki,091,60.261732487445904,24.95163375054763,89.1,0.940219920824492,0.8878525000436188,0.9223256287572588,0.9016417515290749,239.58242235682332,80.4,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
100,02210,02210,Olari,049,60.17542353462187,24.723644505976655,89.0,0.892201973670965,0.8826181602751606,0.9042833596786923,0.8912842400365732,1032.9541780979278,88.5,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
101,00670,00670,Paloheinä,091,60.25636548306894,24.93562681744016,88.9,0.9413671403056508,0.880574685364659,0.9052278593537021,0.8904359549602763,474.23690996495566,85.1,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
102,00810,00810,Herttoniemenranta,091,60.193377177892216,25.027255095429332,88.8,0.8871487834644837,0.8948742243694157,0.8863103662080751,0.8914486811048794,986.7831328417791,88.5,bussikäytävä- ja pysäkkikampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
103,02700,02700,Kauniainen,235,60.21579479628684,24.722990586221613,88.8,0.5798216874609449,0.978818177481724,0.9949238178788863,0.9852604336405889,882.881379570221,78.0,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen; pendelöintiosuus perustuu fallback-oletukseen,keskitaso,fallback_default_share
104,02180,02180,Mankkaa,049,60.19499839640242,24.766952230390892,88.7,0.887174369742685,0.8931881501418928,0.8943282346957976,0.8936441839634547,635.519798488373,85.4,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
105,02140,02140,Laajalahti,049,60.1974428900231,24.80476552308658,88.7,0.847126648450978,0.8998486492317006,0.9488953007480802,0.9194673098382524,336.23216974585415,79.9,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
106,20540,20540,Nummi-Ylioppilaskylä,853,60.4598232884419,22.31297752207986,88.3,0.8184753047681463,0.9320752939594488,0.9165105544404155,0.9258493981518355,1646.998473181026,86.2,asema- ja junakampanja,suuri henkilömääräinen potentiaali; joukkoliikenteen alikäyttöpotentiaali on korkea; korkea autoilupaine; hyvä joukkoliikenteen palvelutaso; joukkoliikenteen matka-aika on kilpailukykyinen,keskitaso,fallback_default_share
